BI00B32CJ    TTQ209H        202209091801W004091              IVSSH 0.75F SB           CCN000002600000002600FN00000000020220901000002600NNE   20220822085940    1W    00000130000000882000000000032CJ    QNYHVQN 000000000000UO428001
BI00B32P8    TAPAW-2112     202210121801W004230              IVSSH 2F B               CCN000013200000013200FN00000000020221101000013200NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT429125
BI00B32P8    TAPAW-2113     202210191801W004230              IVSSH 2F B               CCN000012650000012650FN00000000020221101000012650NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT12A175
BI00B32P8    TAPAW-2114     202210261801W004230              IVSSH 2F B               CCN000012650000012650FN00000000020221101000012650NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT22A228
BI00B32P8    TAPAW-2111     202210051801W004250              IVSSH 2F R               CCN000004400000004400FN00000000020221101000004400NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT329070
BI00B32P8    TAPAW-2112     202210121801W004250              IVSSH 2F R               CCN000002750000002750FN00000000020221101000002750NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT429126
BI00B32P8    TAPAW-2113     202210191801W004250              IVSSH 2F R               CCN000002200000002200FN00000000020221101000002200NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT12A176
BI00B32P8    TAPAW-2114     202210261801W004250              IVSSH 2F R               CCN000002200000002200FN00000000020221101000002200NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT22A229
BI00B32P8    TAPAW-2111     202210051801W004240              IVSSH 2F W               CCN000002750000002750FN00000000020221101000002750NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT329071
BI00B32P8    TAPAW-2112     202210121801W004240              IVSSH 2F W               CCN000001650000001650FN00000000020221101000001650NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT429127
BI00B32P8    TAPAW-2113     202210191801W004240              IVSSH 2F W               CCN000001650000001650FN00000000020221101000001650NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT12A177
BI00B32P8    TAPAW-2114     202210261801W004240              IVSSH 2F W               CCN000001100000001100FN00000000020221101000001100NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT22A230
BI00B32P8    TAPAW-2111     202210051801W004243              IVSSH 2F W/B             CCN000006600000006600FN00000000020221101000006600NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT329072
BI00B32P8    TAPAW-2112     202210121801W004243              IVSSH 2F W/B             CCN000003850000003850FN00000000020221101000003850NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT429128
BI00B32P8    TAPAW-2113     202210191801W004243              IVSSH 2F W/B             CCN000003300000003300FN00000000020221101000003300NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT12A178
BI00B32P8    TAPAW-2114     202210261801W004243              IVSSH 2F W/B             CCN000003300000003300FN00000000020221101000003300NNM   20220822103216    1W    00000055000002091100000000032P8    YIYTM   000000000000YT22A231
BI00B32P8    @TAPAW-2113    20221019181E48027ZZ              CAVSAS-S 0.5X2 GY/P      CCN000000600000000600FN00000000020221101000000600NNM   20220822103211    1W    00000030000002561000000000032P8    YIYTM   000000000000YT12A024
BI00B32P8    @TAPAW-2114    20221026181E48027ZZ              CAVSAS-S 0.5X2 GY/P      CCN000000900000000900FN00000000020221101000000900NNM   20220822103211    1W    00000030000002561000000000032P8    YIYTM   000000000000YT22A042
BI00B32P8    @TAPAW-2113    20221019181B32039Y5              AVSSCS 0.5FX1 DGY/W      CCN000000800000000800FN00000000020221101000000800NNM   20220822103211    1W    00000040000002289000000000032P8    YIYTM   000000000000YT12A021
BI00B32P8    @TAPAW-2114    20221026181B32039Y5              AVSSCS 0.5FX1 DGY/W      CCN000003600000003600FN00000000020221101000003600NNM   20220822103211    1W    00000040000002289000000000032P8    YIYTM   000000000000YT22A035
BI00B32P8    @TAPAW-2114    20221026181B32102Y8              AVSSCS 0.5FX2 DGY/R      CCN000001800000001800FN00000000020221101000001800NNM   20220822103211    1W    00000030000002903000000000032P8    YIYTM   000000000000YT22A036
BI00B32P8    @TAPAW-2113    20221019181B32102Y7              AVSSCS 0.5FX2 DGY/Y      CCN000000300000000300FN00000000020221101000000300NNM   20220822103211    1W    00000030000002903000000000032P8    YIYTM   000000000000YT12A022
BI00B32P8    @TAPAW-2114    20221026181B32102Y7              AVSSCS 0.5FX2 DGY/Y      CCN000000600000000600FN00000000020221101000000600NNM   20220822103211    1W    00000030000002903000000000032P8    YIYTM   000000000000YT22A037
BI00B32P8    @TAPAW-2114    20221026181E50012ZZ              AVSSCS-S 0.5FX2 DGY/G    CCN000000600000000600FN00000000020221101000000600NNM   20220822103211    1W    00000030000003096000000000032P8    YIYTM   000000000000YT22A049
BI00B32P8    @TAPAW-2114    20221026181D6910239              AVSSHCS 0.5FX2 B/L       CCN000003900000003900FN00000000020221101000003900NNM   20220822103211    1W    00000030000002385000000000032P8    YIYTM   000000000000YT22A039
BI00B32P8    @TAPAW-2112    20221012181F21015ZZ              AVSSHCS-S 0.5FX2 B/P     CCN000000600000000600FN00000000020221101000000600NNM   20220822103211    1W    00000030000002531400000000032P8    YIYTM   000000000000YT429022
BI00B32P8    @TAPAW-2113    20221019181F21015ZZ              AVSSHCS-S 0.5FX2 B/P     CCN000000900000000900FN00000000020221101000000900NNM   20220822103211    1W    00000030000002531400000000032P8    YIYTM   000000000000YT12A031
BI00B32P8    @TAPAW-2114    20221026181F21015ZZ              AVSSHCS-S 0.5FX2 B/P     CCN000001200000001200FN00000000020221101000001200NNM   20220822103211    1W    00000030000002531400000000032P8    YIYTM   000000000000YT22A050
BI00B32P8    @TAPAW-2113    20221019181F21011ZZ              AVSSHCS-S 0.5FX2 B/R     CCN000000600000000600FN00000000020221101000000600NNM   20220822103211    1W    00000030000002531400000000032P8    YIYTM   000000000000YT12A032
BI00B32P8    @TAPAW-2114    20221026181F21011ZZ              AVSSHCS-S 0.5FX2 B/R     CCN000001200000001200FN00000000020221101000001200NNM   20220822103211    1W    00000030000002531400000000032P8    YIYTM   000000000000YT22A051
BI00B32P8    @TAPAW-2112    20221012181E48035ZZ              CAVSAS-S 0.5X3 GY        CCN000000200000000200FN00000000020221101000000200NNM   20220822103211    1W    00000020000003795300000000032P8    YIYTM   000000000000YT429017
BI00B32P8    @TAPAW-2113    20221019181E48035ZZ              CAVSAS-S 0.5X3 GY        CCN000002200000002200FN00000000020221101000002200NNM   20220822103211    1W    00000020000003795300000000032P8    YIYTM   000000000000YT12A026
BI00B32P8    @TAPAW-2114    20221026181E48035ZZ              CAVSAS-S 0.5X3 GY        CCN000002400000002400FN00000000020221101000002400NNM   20220822103211    1W    00000020000003795300000000032P8    YIYTM   000000000000YT22A044
BI00B32P8    @TAPAW-2112    20221012181E48029ZZ              CAVSAS-S 0.5X4 GY        CCN000001600000001600FN00000000020221101000001600NNM   20220822103211    1W    00000020000003995000000000032P8    YIYTM   000000000000YT429019
BI00B32P8    @TAPAW-2113    20221019181E48029ZZ              CAVSAS-S 0.5X4 GY        CCN000002800000002800FN00000000020221101000002800NNM   20220822103211    1W    00000020000003995000000000032P8    YIYTM   000000000000YT12A028
BI00B32P8    @TAPAW-2114    20221026181E48029ZZ              CAVSAS-S 0.5X4 GY        CCN000002800000002800FN00000000020221101000002800NNM   20220822103211    1W    00000020000003995000000000032P8    YIYTM   000000000000YT22A046
BI00B32P8    @TAPAW-2112    20221012181E48065ZZ              CAVSAS-S 0.5X4 GY/W      CCN000000200000000200FN00000000020221101000000200NNM   20220822103211    1W    00000020000003995000000000032P8    YIYTM   000000000000YT429020
BI00B32P8    @TAPAW-2113    20221019181E48065ZZ              CAVSAS-S 0.5X4 GY/W      CCN000001200000001200FN00000000020221101000001200NNM   20220822103211    1W    00000020000003995000000000032P8    YIYTM   000000000000YT12A029
BI00B32P8    @TAPAW-2114    20221026181E48065ZZ              CAVSAS-S 0.5X4 GY/W      CCN000001000000001000FN00000000020221101000001000NNM   20220822103211    1W    00000020000003995000000000032P8    YIYTM   000000000000YT22A047
BI00B32P8    @TAPAW-2112    20221012181E48013ZZ              CAVSAS-S 0.3X3 GY        CCN000000250000000250FN00000000020221101000000250NNM   20220822103211    1W    00000025000002778200000000032P8    YIYTM   000000000000YT429021
BI00B32P8    @TAPAW-2113    20221019181E48013ZZ              CAVSAS-S 0.3X3 GY        CCN000000750000000750FN00000000020221101000000750NNM   20220822103211    1W    00000025000002778200000000032P8    YIYTM   000000000000YT12A030
BI00B32P8    @TAPAW-2114    20221026181E48013ZZ              CAVSAS-S 0.3X3 GY        CCN000000500000000500FN00000000020221101000000500NNM   20220822103211    1W    00000025000002778200000000032P8    YIYTM   000000000000YT22A048
BI00B32P8    @TAPAW-2114    20221026181E48015ZZ              CAVSAS-S 0.5X1 GY        CCN000000400000000400FN00000000020221101000000400NNM   20220822103211    1W    00000040000001900600000000032P8    YIYTM   000000000000YT22A040
BI00B32P8    @TAPAW-2112    20221012181E48022ZZ              CAVSAS-S 0.5X2 GY        CCN000000600000000600FN00000000020221101000000600NNM   20220822103211    1W    00000030000002561000000000032P8    YIYTM   000000000000YT429015
BI00B32P8    @TAPAW-2113    20221019181E48022ZZ              CAVSAS-S 0.5X2 GY        CCN000002400000002400FN00000000020221101000002400NNM   20220822103211    1W    00000030000002561000000000032P8    YIYTM   000000000000YT12A023
BI00B32P8    @TAPAW-2114    20221026181E48022ZZ              CAVSAS-S 0.5X2 GY        CCN000002400000002400FN00000000020221101000002400NNM   20220822103211    1W    00000030000002561000000000032P8    YIYTM   000000000000YT22A041
BI00B32P8    @TAPAW-2112    20221012181E48018ZZ              CAVSAS-S 0.5X2 GY/SB     CCN000000300000000300FN00000000020221101000000300NNM   20220822103211    1W    00000030000002561000000000032P8    YIYTM   000000000000YT429016
BI00B32P8    @TAPAW-2113    20221019181E48018ZZ              CAVSAS-S 0.5X2 GY/SB     CCN000000600000000600FN00000000020221101000000600NNM   20220822103211    1W    00000030000002561000000000032P8    YIYTM   000000000000YT12A025
BI00B32P8    @TAPAW-2114    20221026181E48018ZZ              CAVSAS-S 0.5X2 GY/SB     CCN000000900000000900FN00000000020221101000000900NNM   20220822103211    1W    00000030000002561000000000032P8    YIYTM   000000000000YT22A043
BI00B32P8    @TAPAW-2112    20221012181E48033ZZ              CAVSAS-S 0.5X3 GY/B      CCN000000200000000200FN00000000020221101000000200NNM   20220822103211    1W    00000020000003795300000000032P8    YIYTM   000000000000YT429018
BI00B32P8    @TAPAW-2113    20221019181E48033ZZ              CAVSAS-S 0.5X3 GY/B      CCN000000400000000400FN00000000020221101000000400NNM   20220822103211    1W    00000020000003795300000000032P8    YIYTM   000000000000YT12A027
BI00B32P8    @TAPAW-2114    20221026181E48033ZZ              CAVSAS-S 0.5X3 GY/B      CCN000000400000000400FN00000000020221101000000400NNM   20220822103211    1W    00000020000003795300000000032P8    YIYTM   000000000000YT22A045
BI00B32P8    @TAPAW-2114    20221026181AD2001ZZ              CIVUSAS-S 0.35X1 B       CCN000002750000002750FN00000000020221101000002750NNM   20220822103211    1W    00000055000001540800000000032P8    YIYTM   000000000000YT22A029
BI00B32P8    @TAPAW-2113    20221019181AD2002ZZ              CIVUSAS-S 0.35X2 B       CCN000034200000034200FN00000000020221101000034200NNM   20220822103211    1W    00000045000001713700000000032P8    YIYTM   000000000000YT12A017
BI00B32P8    @TAPAW-2114    20221026181AD2002ZZ              CIVUSAS-S 0.35X2 B       CCN000037350000037350FN00000000020221101000037350NNM   20220822103211    1W    00000045000001713700000000032P8    YIYTM   000000000000YT22A031
BI00B32P8    @TAPAW-2113    20221019181AD2003ZZ              CIVUSAS-S 0.35X3 B       CCN000005950000005950FN00000000020221101000005950NNM   20220822103211    1W    00000035000002172100000000032P8    YIYTM   000000000000YT12A018
BI00B32P8    @TAPAW-2114    20221026181AD2003ZZ              CIVUSAS-S 0.35X3 B       CCN000019250000019250FN00000000020221101000019250NNM   20220822103211    1W    00000035000002172100000000032P8    YIYTM   000000000000YT22A032
BI00B32P8    @TAPAW-2112    20221012181AD2007ZZ              CIVUSAS-S 0.5X1 B        CCN000004500000004500FN00000000020221101000004500NNM   20220822103211    1W    00000050000001639600000000032P8    YIYTM   000000000000YT429013
BI00B32P8    @TAPAW-2113    20221019181AD2007ZZ              CIVUSAS-S 0.5X1 B        CCN000005000000005000FN00000000020221101000005000NNM   20220822103211    1W    00000050000001639600000000032P8    YIYTM   000000000000YT12A016
BI00B32P8    @TAPAW-2114    20221026181AD2007ZZ              CIVUSAS-S 0.5X1 B        CCN000004500000004500FN00000000020221101000004500NNM   20220822103211    1W    00000050000001639600000000032P8    YIYTM   000000000000YT22A030
BI00B32P8    @TAPAW-2113    20221019181AD2011ZZ              CIVUSAS-S 0.75X2 B       CCN000000700000000700FN00000000020221101000000700NNM   20220822103211    1W    00000035000002761100000000032P8    YIYTM   000000000000YT12A019
BI00B32P8    @TAPAW-2114    20221026181AD2011ZZ              CIVUSAS-S 0.75X2 B       CCN000002800000002800FN00000000020221101000002800NNM   20220822103211    1W    00000035000002761100000000032P8    YIYTM   000000000000YT22A033
BI00B32P8    @TAPAW-2112    20221012181AD2013ZZ              CIVUSAS-S 1.25X2 B       CCN000000660000000660FN00000000020221101000000660NNM   20220822103211    1W    00000022000003840000000000032P8    YIYTM   000000000000YT429014
BI00B32P8    @TAPAW-2113    20221019181AD2013ZZ              CIVUSAS-S 1.25X2 B       CCN000003740000003740FN00000000020221101000003740NNM   20220822103211    1W    00000022000003840000000000032P8    YIYTM   000000000000YT12A020
BI00B32P8    @TAPAW-2114    20221026181AD2013ZZ              CIVUSAS-S 1.25X2 B       CCN000003740000003740FN00000000020221101000003740NNM   20220822103211    1W    00000022000003840000000000032P8    YIYTM   000000000000YT22A034
BI00B32P8    @TAPAW-2114    20221026181CQ7003ZZ              IVSSHCS-S 0.5FX2 B(B,W)  CCN000001800000001800FN00000000020221101000001800NNM   20220822103211    1W    00000030000002350200000000032P8    YIYTM   000000000000YT22A038
BI00B32W4    4500199014     2022100418018403730              CAVS 0.3 B               CCN000018000000018000FN00000000020221001000018000NNE   20220822111757W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX329002
BI00B32W4    4500199014     2022100418018403760              CAVS 0.3 G               CCN000004000000004000FN00000000020221001000004000NNE   20220822111757W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX329004
BI00B32W4    4500199014     2022100418018403770              CAVS 0.3 Y               CCN000006000000006000FN00000000020221001000006000NNE   20220822111757W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX329008
BI00B32W4    4500199014     2022100418018403780              CAVS 0.3 BR              CCN000004000000004000FN00000000020221001000004000NNE   20220822111757W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX329003
BI00B32W4    4500199014     2022100418018403790              CAVS 0.3 L               CCN000002000000002000FN00000000020221001000002000NNE   20220822111757W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX329005
BI00B32W4    4500199014     2022100418018403751              CAVS 0.3 O               CCN000006000000006000FN00000000020221001000006000NNE   20220822111757W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX329006
BI00B32W4    4500199014     2022100418018403749              CAVS 0.3 W/L             CCN000008000000008000FN00000000020221001000008000NNE   20220822111757W41 1W    00000200000000471000000000032W41   HJYHK-J 000000000000OX329007
BI00B32W4    @4500199014    20221004181B0911611              CAVSAS 0.3X2 GY/L        CCN000002450000002450FN00000000020221001000002450NNE   20220822111756W41 1W    00000035000002254000000000032W41   HJYHK-J 000000000000OX329001
BI00B32W9    4500199019     2022083018018403792              CAVS 0.3 V               CCN000002000000002000FN00000000020220801000002000NNE   20220822111646W93 1W    00000200000000471000000000032W93   HKYHK   000000000000ZN328001
BI00B32W9    4500199022     2022090618007703909              AVSS 0.5F LG/R           CCN000001500000001500FN00000000020220901000001500NNE   20220822111647W93 1W    00000150000000674000000000032W93   HKYHK   000000000000ZO428002
BI00B32W9    4500199022     2022090618007704140              AVSS 1.25F W             CCN000000800000000800FN00000000020220901000000800NNE   20220822111647W93 1W    00000080000001389000000000032W93   HKYHK   000000000000ZO428005
BI00B32W9    4500199022     2022090618007704237              AVSS 2F B/Y              CCN000000500000000500FN00000000020220901000000500NNE   20220822111647W93 1W    00000050000002126400000000032W93   HKYHK   000000000000ZO428006
BI00B32W9    4500199022     20220906180D0204153              AVSSH 1.25F R/B          CCN000000800000000800FN00000000020220901000000800NNE   20220822111647W93 1W    00000080000001458000000000032W93   HKYHK   000000000000ZO428001
BI00B32W9    4500199022     2022090618018404137              CAVS 1.25 B/Y            CCN000000800000000800FN00000000020220901000000800NNE   20220822111647W93 1W    00000080000001378000000000032W93   HKYHK   000000000000ZO428007
BI00B32W9    4500199022     2022090618007704153              AVSS 1.25F R/B           CCN000000800000000800FN00000000020220901000000800NNE   20220822111647W93 1W    00000080000001389000000000032W93   HKYHK   000000000000ZO428004
BI00B32W9    4500199022     2022090618007703952              AVSS 0.5F P              CCN000001500000001500FN00000000020220901000001500NNE   20220822111647W93 1W    00000150000000674000000000032W93   HKYHK   000000000000ZO428003
